,VAGA,ID,IDADE,MBA,PHD,CLOUD_CERT,SGBD_CERT,HORAS_ESTUDO,QT_FILHOS,CNH,ANOS_EXP,SCORE
825,2,825,40.1935123796221,1,1,0,0,8.9824340294044,0,0,14.6540313455524,174.867100871846
826,2,826,34.4047662944022,1,1,1,0,9.4398445552461,0,1,13.091069902543,156.115119114766
830,2,830,33.5838357104776,1,1,0,0,7.68471585163208,3,0,12.8694186448834,152.424815604845
834,2,834,32.8875563174187,0,0,0,1,7.02719291672617,2,0,12.6814232087575,138.636211492979
836,2,836,35.4698705859207,1,1,0,0,8.32542197090523,0,1,13.378648061253,165.228081789416
837,2,837,38.5171107193097,1,0,0,1,9.37551877502863,1,0,14.201402897268,168.827319471342
839,2,839,37.3682228175547,1,0,1,0,7.47882923162983,1,1,13.8912031637942,164.662504776384
840,2,840,38.3653212920465,1,1,0,0,5.47000882465636,1,1,14.160419751907,170.847010084704
843,2,843,33.6287884331193,1,1,0,0,8.98534408226684,0,1,12.8815558799966,161.852826224765
851,2,851,34.0682066440237,1,1,1,1,7.36945313669289,0,1,13.0001987969408,157.823112696473
853,2,853,37.7757506314362,1,1,1,0,8.47279315478563,1,0,14.0012356735422,172.121981976918
856,2,856,37.7398118297254,1,1,1,1,6.79863463170818,3,0,13.9915321970803,156.842862190615
859,2,859,34.8308793816695,0,0,0,1,8.97203231218277,1,0,13.2061204361052,140.537293406217
861,2,861,35.6135845576114,1,0,0,1,8.16294144696392,1,1,13.4174508336095,159.760700274217
866,2,866,34.3135286435374,0,1,1,1,8.58713318555509,0,0,13.0664357368095,146.968014928061
870,2,870,35.0459159394102,1,0,0,1,11.8609821666632,0,1,13.2641803066952,153.883533907606
871,2,871,36.0985021134707,1,0,0,1,8.14185985582389,1,1,13.5483785736915,162.263948924558
872,2,872,37.6855256239337,1,0,0,1,4.38925728954492,0,1,13.9768749215165,164.57409207637
880,2,880,39.3947892791154,0,0,0,0,6.53486473376368,1,1,14.4383761084156,160.512969485596
885,2,885,38.0121455758265,1,0,1,0,6.92196708529581,2,0,14.0650623085276,163.157993971751
889,2,889,36.8646457467163,0,0,1,0,8.14792799700649,1,1,13.7552373546678,152.824926419909
890,2,890,34.2001415569254,1,0,1,0,7.05182986104372,0,0,13.0358212234243,144.223063228958
892,2,892,35.2258044603626,1,0,1,1,8.48854098933388,1,1,13.3127502073523,160.287383483421
895,2,895,35.3896808815698,1,0,0,0,6.6013867289625,1,0,13.3569968410782,161.890340267874
896,2,896,36.2688191877321,0,1,0,1,9.7272656222362,3,1,13.5943641837421,142.929968471377
898,2,898,36.5026569485719,0,1,1,0,8.36253919505947,1,1,13.6575003791688,145.961707856772
902,2,902,35.8289435003194,1,1,1,1,11.1066630773187,1,0,13.4755977481406,152.102189902769
905,2,905,40.9108797917402,0,0,1,0,10.0266166183549,0,1,14.8477205468243,164.003947153494
908,2,908,31.5010258118219,0,1,0,0,11.0152895827768,1,0,12.3070599722463,133.894465174077
910,2,910,38.8127695926422,0,0,0,1,4.92919921879717,0,1,14.2812307930678,158.242803344965
915,2,915,38.3807504019631,0,0,0,0,8.74291254729406,1,1,14.1645856115844,157.070369614155
920,2,920,34.9178953836089,0,1,0,1,7.48524177653603,0,0,13.2296147566288,145.016805051852
922,2,922,33.7409588880924,0,1,1,1,7.89954036611758,2,0,12.9118419028393,146.036351469092
925,2,925,35.7688853025542,1,0,1,1,7.90994875213027,3,1,13.459382034744,156.24400175337
929,2,929,35.377409004369,1,1,1,1,10.4891540089473,0,1,13.353683434234,162.328982969724
930,2,930,46.3767386684724,0,1,1,1,6.36790775188159,1,1,16.323502443542,167.860937391088
933,2,933,34.9297464757733,0,1,1,0,9.20454513978283,0,0,13.2328145515132,150.464886276738
934,2,934,43.3049044112993,1,1,0,1,7.30969823086216,1,0,15.4941071941052,176.279499468835
935,2,935,31.9909025044568,1,1,0,0,8.84222532179267,2,0,12.4393266792577,155.019138376354
936,2,936,40.5404740625831,1,0,1,1,4.78191398569777,0,1,14.7477109999519,180.127670347179
937,2,937,33.301013133252,1,0,1,0,9.41860189083285,1,0,12.7930565490324,154.608463865002
940,2,940,37.099803708602,0,0,1,1,7.1295845803592,3,0,13.818730004377,147.544821822979
941,2,941,37.711022724287,1,1,0,0,8.9561262295214,3,0,13.9837591386119,157.36853906809
946,2,946,33.9897988650977,1,0,1,0,6.62592894049624,1,1,12.9790286966308,163.723552363522
949,2,949,38.1105047762616,1,1,0,0,8.60457537113532,1,1,14.091619292645,173.269915110854
952,2,952,35.1884045597934,1,1,1,0,6.53138347965986,1,0,13.3026522341986,163.48809123971
954,2,954,33.232018139425,1,1,0,1,8.67968189480954,0,0,12.7744279006992,155.508285604931
956,2,956,36.3087801320711,0,0,1,1,7.47178272836128,1,0,13.6051536387136,143.997683536692
964,2,964,35.8134212991395,1,0,1,1,7.24637361623948,2,1,13.4714067538221,161.759196263293
965,2,965,35.4659040293211,1,1,1,1,9.37112182630101,2,0,13.3775770909711,156.7107883348
966,2,966,34.4034684968481,0,0,0,1,5.69681958886384,2,1,13.0907194972034,145.546105454666
970,2,970,38.0481035422898,1,0,0,0,5.38267407644948,2,0,14.0747709594726,159.499755595374
973,2,973,36.2215569238774,1,0,1,0,8.65892622064586,2,1,13.5816033725013,165.018689652595
978,2,978,36.0357851674201,0,1,1,0,8.93466601544497,0,0,13.5314449982578,147.257628101365
981,2,981,35.9957485125117,0,0,0,1,5.50674563115551,0,1,13.5206351014326,141.301201584631
983,2,983,37.3342335848051,0,1,0,1,6.05703496412575,0,1,13.8820260709518,149.110750432908
984,2,984,36.8031581598357,0,1,0,1,6.90266642342454,0,0,13.73863570621,150.093030661738
996,2,996,38.9507665599559,1,0,1,0,4.71510152313579,2,1,14.3184899742425,165.139720629806
999,2,999,41.3623164366254,1,1,1,1,7.37881602135123,2,0,14.9696084409433,166.372490206559
1000,2,1000,42.0395905766743,1,1,0,1,5.36968102296788,0,0,15.1524724587565,181.510137008002
1001,2,1001,33.7561062333886,1,0,1,1,8.0198785610675,0,0,12.9159316860693,158.355074972043
1003,2,1003,37.9876947409515,0,1,0,1,9.60222576818242,0,0,14.0584605831113,149.71408909829
1010,2,1010,34.8595792820677,0,0,0,0,7.01213464790965,1,1,13.2138694092127,138.140915625177
1015,2,1015,32.8156056600882,0,1,1,0,9.9248890764186,0,0,12.6619965312782,135.288166696226
1020,2,1020,31.7231926125628,0,0,1,0,8.10474870414119,0,0,12.3670450084464,137.806072097294
1021,2,1021,39.4098093862484,1,0,1,1,8.57035079074008,0,0,14.4424315373415,174.809931062983
1023,2,1023,31.3711499215783,1,1,1,0,8.02020008794428,2,1,12.2719934818806,145.941494591229
1024,2,1024,43.1375365492779,0,0,0,1,7.65538784209152,0,0,15.4489178713594,171.563947095596
1030,2,1030,32.8378079631925,1,0,0,0,8.17244180416289,2,0,12.6679911531164,149.761186036873
1038,2,1038,31.5513326019319,1,1,1,1,6.82341186117378,0,0,12.320642805576,151.242689950172
1052,2,1052,38.5258826702448,0,0,0,0,7.0689524891765,1,1,14.2037713240205,149.31393578254
1054,2,1054,31.7675758755877,1,1,1,1,4.3493805959059,0,0,12.3790284894631,142.887713925261
1056,2,1056,33.5882610150852,1,1,0,0,5.61639050559712,2,1,12.8706134771274,147.838076132422
1058,2,1058,33.922510498314,0,1,0,1,10.0600696589345,0,0,12.9608608375992,144.310072945619
1066,2,1066,38.977185183205,1,1,1,0,7.13329308877653,1,1,14.3256230025198,162.982118156607
1067,2,1067,33.4345843219307,1,1,0,1,7.31467971629244,1,1,12.8291207699757,152.774208451272
1069,2,1069,33.2642416680127,0,1,0,1,7.45127530082836,3,0,12.7831282534178,135.380617882031
1070,2,1070,35.1547530232691,1,1,1,1,4.7477722822352,1,1,13.2935663193371,154.458285441503
1075,2,1075,42.1073016310247,0,0,0,0,9.84562943060037,2,0,15.1707544434311,173.004382581577
1082,2,1082,33.8632599418682,1,1,1,0,8.13061017435964,0,1,12.9448631873588,153.02820256771
1089,2,1089,31.039182361076,1,1,0,0,9.16459860133064,1,0,12.1823622405449,140.029377336515
1093,2,1093,40.5889743380342,0,0,1,0,7.68651529222655,0,0,14.7608060743236,174.994972386963
1100,2,1100,36.2661503087938,1,1,1,1,6.46626843166652,2,0,13.5936435864287,161.638976715712
1102,2,1102,37.1043508886372,0,1,0,0,6.65191824348083,0,1,13.8199577429865,144.207398627325
1103,2,1103,34.7275199379304,1,1,1,1,8.15451560737905,3,0,13.1782133862956,151.689395701348
1104,2,1104,39.931268622626,0,0,1,1,13.0400407297766,3,1,14.5832255311634,160.876057744111
1105,2,1105,32.605846725899,1,1,1,1,7.63381578155822,0,0,12.6053616190471,158.225898482622
1108,2,1108,34.2337114264463,0,0,0,0,6.49718862646754,0,0,13.0448850881949,142.009905362582
1110,2,1110,41.2528725678432,1,0,0,1,9.09550382574536,1,0,14.9400585963721,179.887036002032
1114,2,1114,39.8919220777838,1,1,1,1,8.01578243025552,1,0,14.572601964056,173.373817693607
1119,2,1119,33.0173122874493,1,0,0,1,10.3306524399925,1,0,12.7164573206657,143.732427338762
1125,2,1125,33.5841525671857,0,0,1,0,8.2668494602427,2,0,12.8695041961945,138.905861134031
1130,2,1130,37.553725050669,0,1,1,0,8.05480834789523,1,0,13.941288766735,156.185504430319
1132,2,1132,36.7934539641903,0,0,0,1,8.09530627232473,1,1,13.7360155733858,156.082989017974
1135,2,1135,35.9703916335862,1,1,1,0,6.04755728091521,1,0,13.5137887441227,156.029157006645
1138,2,1138,35.2138208279078,1,0,1,0,9.4457647319351,3,1,13.3095146265895,157.682072669097
1141,2,1141,36.5518237606871,0,0,1,0,8.41172963224115,0,0,13.6707754184399,156.060874068382
1149,2,1149,35.8780046045958,0,0,0,0,8.10993599381109,0,0,13.4888442462953,143.346579377512
1151,2,1151,41.2549303763583,0,0,1,1,8.20560999738675,1,1,14.9406142046712,165.639345108792
1155,2,1155,35.4395574908733,1,0,0,0,8.14835895807169,1,0,13.3704635255902,151.388602861446
1156,2,1156,47.799625994772,0,1,1,1,5.56845382555003,2,1,16.7076820216428,184.170025365255
1157,2,1157,39.1826260342511,0,0,0,0,7.56898362342338,1,1,14.3810920323022,164.062462792925
1158,2,1158,32.4312084833178,1,0,0,0,7.40475715528072,0,0,12.5582092935502,153.664531381321
1159,2,1159,33.9030360569614,1,1,1,1,8.82374262585088,0,1,12.955602738434,162.386105916215
1160,2,1160,34.4453300496422,0,1,0,0,9.53878264160801,1,0,13.1020221164578,144.966865720857
1161,2,1161,34.0082158698081,0,1,1,1,9.3646974580018,0,0,12.9840012879026,148.897796596247
1167,2,1167,36.5316911358954,1,1,1,1,4.90661910896805,0,1,13.6653396097462,156.848361930712
1170,2,1170,33.1051659924894,0,1,1,0,7.51043503593641,0,0,12.7401778210266,143.621784020443
1171,2,1171,38.9304483422793,1,0,1,0,8.77160121029958,0,0,14.3130040554698,175.14631311969
1175,2,1175,34.7942928601041,0,0,1,1,11.1374047428824,1,0,13.1962420752825,143.456108119612
1176,2,1176,34.4441735397112,0,0,0,0,9.17012400754315,1,1,13.1017098587764,137.409642329097
1177,2,1177,32.8246442196432,0,0,1,1,5.97698012848758,2,0,12.6644369423581,140.993530516656
1179,2,1179,38.6056138324846,1,0,1,0,7.19801693914264,0,0,14.2252987378252,165.682163629677
1180,2,1180,40.5941428502745,0,0,0,0,11.3038278562471,1,1,14.7622015726285,163.415752104072
1183,2,1183,38.2817211169672,0,0,0,0,7.66345896035099,1,1,14.1378477046356,158.348881210628
1186,2,1186,38.6353996006812,1,1,1,1,9.20011831805244,2,1,14.2333408952383,169.394219475239
1189,2,1189,35.7133989497479,0,0,1,1,6.92078017525012,2,0,13.4444007194864,137.539652014951
1190,2,1190,36.2886650528682,1,0,0,1,7.94306589337852,4,0,13.5997225673288,162.897992840829
1191,2,1191,35.525727359969,1,1,1,1,9.27421736483643,0,0,13.393729390246,159.107728585539
1192,2,1192,35.1530261507196,0,0,1,1,9.9063037823243,1,1,13.2931000637487,155.513209250473
1195,2,1195,34.7049702355336,1,0,1,1,6.18492556194669,0,1,13.1721249666485,151.073829496763
1198,2,1198,36.6931608458285,0,0,0,1,7.82047965011694,1,0,13.7089364314281,142.128927966453
1200,2,1200,38.5396030943259,0,1,0,0,9.81321810607499,0,1,14.2074758385224,151.41989444207
1201,2,1201,32.7828519711614,0,1,1,1,6.58586522911633,1,0,12.653153035268,133.599466118463
1204,2,1204,33.145941198752,1,1,1,0,10.1122946272089,0,1,12.7511871267174,147.68586468125
1208,2,1208,39.7803071942677,0,1,1,1,9.50763701793971,2,1,14.5424659455067,152.225034600334
1209,2,1209,37.1819674584422,0,1,0,0,8.47062833804679,0,0,13.8409142168338,152.999822907222
1212,2,1212,34.8453639662033,0,0,0,1,8.46261204957262,1,1,13.2100312739293,141.449795630245
1215,2,1215,36.6027922183793,0,1,0,1,13.3956545315724,1,1,13.6845369020168,143.660312480148
1219,2,1219,38.9714635515099,0,1,0,0,8.40112890076028,0,1,14.3240781619621,149.639333763663
1221,2,1221,37.3266472471625,0,1,1,0,6.71979899308451,2,0,13.8799777597883,149.009519632771
1228,2,1228,38.0587265531672,0,1,0,1,7.60204809961331,1,1,14.0776391724095,148.80981802493
1229,2,1229,36.9753467728638,0,0,1,1,8.38524991968276,0,0,13.7851266317276,150.733615290902
1240,2,1240,38.4504818772354,1,1,1,0,7.7048401824726,0,0,14.183413109908,160.163495538086
1241,2,1241,32.695718839331,1,0,0,1,8.13745713059248,2,1,12.6296270896738,152.077426236757
1242,2,1242,37.7258922581916,1,0,0,1,8.1138025586809,1,1,13.9877739127661,166.553632134212
1243,2,1243,42.3102482667193,1,0,1,0,8.81443849459392,0,1,15.2255500350686,170.014933568175
1248,2,1248,35.289645846619,0,0,1,0,9.22713907258126,0,0,13.3299873816415,142.148160568315
1254,2,1254,37.2616489760227,1,1,1,1,7.59472468490392,3,0,13.8624282265805,168.848762635466
1257,2,1257,33.390407508012,0,0,0,1,6.42218736290433,2,0,12.8171930302177,134.65355195302
1259,2,1259,35.1222205068249,0,1,1,0,7.60770913490095,1,1,13.2847825398971,148.146629015414
1260,2,1260,32.8518965679722,1,0,0,1,6.33605314045366,2,1,12.6717950764069,142.262737307753
1261,2,1261,36.718857764426,0,1,1,1,11.1223965532051,1,0,13.7158745994494,149.866330339051
1263,2,1263,36.5278145926006,0,1,1,1,7.01272516908034,1,1,13.6642929430566,148.456832006655
1265,2,1265,36.9388923658819,0,0,0,1,9.1403800712659,0,1,13.7752839418425,150.668453389377
1267,2,1267,33.9094475822532,1,1,1,1,7.08149093254546,2,0,12.9573338502628,155.545918625701
1269,2,1269,38.1237460866803,0,1,0,1,8.51976056801543,1,0,14.0951944464581,151.09548114879
1271,2,1271,36.4861030958648,0,0,1,0,8.03180987157523,0,0,13.6530308389379,141.791170521324
1273,2,1273,41.2049748589569,1,1,1,0,6.28753927378552,2,0,14.9271262149728,170.017519207409
1274,2,1274,34.7147889796248,0,0,0,1,7.31318056866043,1,1,13.1747760275531,149.874001849268
1275,2,1275,46.5774160229797,0,0,0,1,7.42087717550251,0,1,16.3776853292589,181.941993269797
1276,2,1276,42.2333006789005,0,1,1,1,9.18371296332856,1,1,15.2047741863576,163.619083764104
1278,2,1278,35.1124583904024,1,1,0,0,10.4998675943982,0,0,13.2821467684631,163.05757917079
1283,2,1283,40.4708468179639,1,1,1,0,7.44721459872186,2,1,14.7289116439046,178.645220923498
1285,2,1285,35.6933990360341,1,1,0,1,8.47567610110499,1,1,13.4390007427836,166.716873611835
1291,2,1291,40.255474765964,1,0,1,0,9.09076596435409,1,1,14.6707611898647,172.34993714382
1292,2,1292,38.7241567019057,0,1,1,1,5.01336111961016,1,0,14.2573053125689,155.334017538854
1295,2,1295,35.7095817653509,1,1,1,0,7.46545264503796,0,1,13.4433700796992,153.73355305568
1302,2,1302,34.7783273346817,1,0,1,0,8.66572938866539,0,0,13.1919313834185,160.753025929653
1303,2,1303,37.6853209741448,0,1,1,0,8.68321676219375,0,0,13.9768196660735,150.740161012694
1304,2,1304,36.237962429216,0,0,0,1,11.1766430706286,3,1,13.5860328589427,143.747386592342
1307,2,1307,34.8627374978638,1,0,1,1,7.88314966299967,1,0,13.2147221274776,164.334033130004
1317,2,1317,36.2789390870046,1,1,0,0,7.62691726613677,1,1,13.5970965565457,168.270509830616
1318,2,1318,43.1144870326515,1,0,1,0,6.70155395210286,2,1,15.4426945018703,184.663897345614
1322,2,1322,34.972889777202,1,0,1,1,8.47447459910438,0,0,13.2444632428989,154.243940383837
1327,2,1327,37.5517504857208,0,0,0,0,9.20097172711701,2,1,13.940755634199,152.956255312306
1329,2,1329,34.6578170853738,1,1,0,0,6.70959301767941,0,0,13.1593936161053,157.793737832985
1330,2,1330,33.8918328860455,1,1,0,0,6.35601736746043,0,1,12.9525778822867,150.036017947732
1331,2,1331,36.240553336279,1,1,0,1,9.25149558950336,0,0,13.5867324038497,165.397416552013
1333,2,1333,36.2707895385228,0,0,1,1,9.79507450264763,1,1,13.5948961784556,143.445933319685
1336,2,1336,32.3681400965575,1,0,1,0,7.02232624713316,1,0,12.5411808291249,144.873423753243
1340,2,1340,37.3793112776846,0,1,1,1,11.5480285167506,0,0,13.8941970480293,146.487635126686
1342,2,1342,37.0682562102152,0,0,0,0,7.97460152755662,1,0,13.8102121798125,155.778086976754
1344,2,1344,31.7592301843127,0,1,1,1,7.83210092452857,3,1,12.3767751528188,135.300627408517
1345,2,1345,33.2322394010818,1,0,0,1,8.75173393058181,0,0,12.7744876413465,144.915881584944
1348,2,1348,33.4630875666069,0,1,1,1,8.31418359966914,2,0,12.8368166460383,139.416640332627
1349,2,1349,35.3704810134701,1,1,0,0,8.77565228199972,3,1,13.3518128766913,153.072776898549
1350,2,1350,39.5735578789251,0,1,1,1,8.2625191037783,2,1,14.4866436303642,151.79872046341
1353,2,1353,36.6050367029427,1,0,1,1,10.79265624639,2,0,13.6851429128489,169.014296800375
1355,2,1355,32.814809265429,1,0,0,1,9.3195322126097,1,0,12.6617815047202,150.170968542773
1358,2,1358,40.5007295803182,0,0,0,1,7.64882910325641,1,1,14.7369799897403,171.23396397712
1360,2,1360,40.4847694445032,0,1,0,0,5.33766736797791,2,0,14.7326707530703,159.477799489997
1361,2,1361,40.0947054022607,1,1,0,0,6.33039269740745,2,1,14.6273534616648,165.124942717441
1362,2,1362,31.5874913850733,1,0,0,1,10.0712741733607,0,0,12.3304056770242,146.989751064838
1367,2,1367,36.2123502883145,1,1,0,0,8.07842243416249,0,0,13.5791175808993,157.004084689286
1369,2,1369,35.9634604096651,0,1,0,0,8.20602044718485,0,1,13.511917313664,148.178282022312
1371,2,1371,35.9478543261363,1,1,0,1,7.17165074591594,1,0,13.5077036711112,157.750821824024
1373,2,1373,40.2107244459555,0,1,1,1,8.95106367565909,1,0,14.6586786034624,160.897364455548
1374,2,1374,34.5330542745751,0,1,0,1,8.2320236219206,3,0,13.1257076571897,142.436017633518
1377,2,1377,38.4553640341969,0,0,0,1,7.94364119078103,0,1,14.1847312922876,160.557672792286
1381,2,1381,39.865830744275,1,0,1,0,7.65932943145511,0,0,14.5655573040087,173.488724584773
1391,2,1391,35.4098548055983,0,1,0,1,8.38560196808651,0,0,13.3624438005659,144.155878864286
1392,2,1392,40.2776013675832,1,0,1,1,9.73611045738555,1,1,14.6767353723019,169.367545760572
1396,2,1396,32.8229138186132,0,1,1,1,10.01524065981,2,0,12.66396973408,137.397235026722
1397,2,1397,35.6776012195222,0,0,1,0,7.1763107211661,0,0,13.4347353323254,155.583180363632
1398,2,1398,36.3539728928594,0,1,1,1,9.12343116228062,1,1,13.6173556841264,139.675604593504
1402,2,1402,36.249560193602,0,0,0,0,9.37888753982558,1,0,13.5891642553269,140.933903284471
1407,2,1407,38.7173138143575,1,0,1,0,11.7032708561577,2,0,14.2554577329309,170.02869770422
1408,2,1408,37.5273534537753,1,1,0,0,8.56422225448112,0,1,13.9341684355737,175.019890394801
1411,2,1411,34.5717692764124,0,1,0,1,9.99514990067976,1,0,13.1361607076858,144.262497336263
1418,2,1418,35.7210643725075,0,0,0,0,7.80372864567713,1,0,13.4464703836314,157.499016006407
1419,2,1419,35.6789104192008,1,0,0,0,9.74335900502948,1,1,13.4350888162386,157.00646944242
1423,2,1423,35.8252666290388,0,0,0,0,8.04219548335504,1,1,13.4746049928949,149.111251092145
1425,2,1425,34.339210161261,1,1,1,1,7.83140958915629,0,0,13.0733697465949,149.442886129162
1427,2,1427,41.0266526365413,1,0,0,1,8.69096404966697,0,1,14.8789792149206,163.691564827343
1428,2,1428,32.4068843294936,1,0,0,0,6.20897818954532,1,0,12.5516417720177,152.840600746133
1433,2,1433,37.4323883285768,0,1,1,0,8.72818943225239,0,0,13.9085278517701,149.460611305395
1434,2,1434,33.3446570513962,0,0,0,0,8.66044719545839,2,1,12.8048404069314,141.888750036133
1435,2,1435,40.2348861097466,0,1,0,0,7.99794122250893,0,0,14.665202252686,160.680974321722
1437,2,1437,39.1948346390877,1,0,1,1,6.78999741133406,1,1,14.3843883556081,172.474229409962
1438,2,1438,36.0579569878383,0,1,1,1,5.61615550583704,2,0,13.5374313897708,146.205435869686
1439,2,1439,36.6665442394305,1,0,1,0,7.89888962223027,1,0,13.7017499477006,152.962220828777
1441,2,1441,38.9520177231678,0,0,0,0,9.677254143667,1,0,14.3188277883097,164.002575246385
1446,2,1446,36.2980383079889,1,0,0,1,9.80424676063525,0,0,13.6022533462114,151.718145989226
1450,2,1450,35.082620963919,1,1,1,1,3.78114875552499,1,1,13.2740906633126,146.861519557894
1455,2,1455,34.0648457399882,1,1,1,1,7.07281767791604,1,0,12.9992913528512,159.530189455115
1456,2,1456,32.8301995173963,0,0,1,1,6.2287194743095,2,1,12.6659368727514,144.917373650369
1457,2,1457,34.393902824439,1,0,1,1,8.86109038690675,2,1,13.0881367656529,153.89375359038
1463,2,1463,41.7275264445802,1,1,0,0,8.86775112116496,0,1,15.0682151430911,173.322484586798
1464,2,1464,42.440994535531,0,0,1,0,7.65695697263752,0,0,15.2608515276478,156.997874444745
1467,2,1467,38.2142988033998,1,0,1,0,6.66386472892373,0,0,14.1196436799724,169.995684873712
1468,2,1468,37.9431583870601,0,1,1,1,6.73281359894164,0,0,14.0464357675606,154.365460578106
1477,2,1477,33.299807006671,1,0,1,0,8.17238863396499,2,0,12.7927308948556,152.506205708619
1478,2,1478,40.1978557388783,1,0,1,0,7.09002131936972,2,0,14.6552040525515,165.983242605989
1486,2,1486,38.5771287725303,0,0,1,1,6.21001579302305,1,1,14.2176077716376,154.821624190433
1490,2,1490,35.5485036707317,0,1,0,0,8.94113132574999,1,1,13.399878994152,146.788275538963
1491,2,1491,33.2734251133582,0,0,0,1,8.41592260440182,1,0,12.7856077836611,132.557248220109
1495,2,1495,37.4647575748105,1,0,1,0,6.24306638698974,1,0,13.9172675482533,170.310600395196
1502,2,1502,39.9133102249785,1,0,1,0,6.53261777847587,1,1,14.5783767637986,172.428283129071
1503,2,1503,37.1920800650811,0,1,1,1,8.37755302472663,0,1,13.8436446206263,150.813786797483
1505,2,1505,39.1351455409546,1,0,0,0,6.59104030728701,0,0,14.3682722991122,163.877705003427
1508,2,1508,36.6867567711239,0,1,1,1,8.73838771276063,0,0,13.7072073312578,147.877756929471
1510,2,1510,36.2859073632826,0,0,0,1,9.27799365975326,2,1,13.5989779911407,152.634165503289
1517,2,1517,41.4043612792394,1,1,0,1,5.42148692802521,1,0,14.9809605484491,173.647100912544
1519,2,1519,37.2951521846768,0,1,1,0,8.41264541276798,1,1,13.8714740929171,156.552963296198
1521,2,1521,34.9015117365473,1,0,1,0,10.2903100565153,0,1,13.2251911719222,160.62323170035
1523,2,1523,35.7311192325338,1,1,1,1,7.27368059743319,1,0,13.4491851958385,165.031945119208
1524,2,1524,35.4831414456165,0,0,0,1,9.21889867384351,0,0,13.3822311933708,148.943857079928
1526,2,1526,34.1219585091005,0,1,0,0,8.4919119255732,0,1,13.0147118005116,143.285644967683
1533,2,1533,38.3235772425715,1,0,1,0,6.69598882991516,0,0,14.1491488585487,168.231694900441
1534,2,1534,34.7546083031096,1,1,0,1,11.3749230335232,0,0,13.185527244894,159.834728314521
1535,2,1535,36.7199343606861,1,0,1,0,7.10146440778382,1,1,13.7161652804397,167.169448143573
1537,2,1537,37.3829163378915,1,1,1,0,8.05547837592243,1,1,13.8951704142851,160.331944873326
1538,2,1538,38.7476087543779,0,0,1,0,7.33009790627117,0,1,14.2636373667364,161.506646690539
1542,2,1542,33.0037311618302,0,1,1,1,5.86848682742344,1,0,12.7127904167486,134.288075786628
1545,2,1545,32.2005829879474,0,0,1,0,9.13623089432347,0,1,12.4959404098002,135.479535342724
1546,2,1546,33.0395760918692,1,0,0,0,7.0632645031021,0,1,12.7224685478591,146.964714013815
1548,2,1548,35.1548921065338,1,0,0,1,8.14601346173983,1,1,13.2936038718185,155.42433025347
1555,2,1555,38.78203309528,0,1,1,0,7.03233386067633,1,0,14.27293193878,150.459692856634
1557,2,1557,33.4242657770878,1,0,0,0,6.46327298620998,1,1,12.8263347628681,147.410803416221
1558,2,1558,37.8621395164642,1,1,1,1,7.46427684358048,1,1,14.0245606724997,163.735586710995
1559,2,1559,36.360635168635,1,0,0,0,10.1464542373019,0,1,13.6191544985859,163.163967965991
1561,2,1561,35.1171271248017,1,0,0,0,9.22816542777857,0,0,13.2834073267509,154.157801480663
1567,2,1567,33.4432406755841,0,0,0,1,9.492745635071,0,0,12.8314579854621,137.257274208434
1568,2,1568,38.6858583228294,1,0,1,1,6.0856435906987,2,0,14.2469647502184,155.020650287777
1571,2,1571,35.6824285107683,0,1,1,0,6.59689969260939,1,0,13.4360387009618,139.731905538064
1572,2,1572,34.7816413914611,1,0,0,1,10.2857867538664,1,1,13.1928261787489,164.615800764118
1584,2,1584,32.3009294603895,1,0,1,1,6.51605282332647,0,1,12.5230339573596,151.936274379551
1585,2,1585,31.730510520321,0,0,1,0,7.65953704626938,1,0,12.3690208435411,142.039743635967
1592,2,1592,39.8270395971196,1,0,1,1,9.96468425191818,0,0,14.5550836942767,174.831172988057
1593,2,1593,39.4373182903492,0,0,1,0,9.84620864499859,1,1,14.4498589414487,170.027345068059
1600,2,1600,34.2288374383716,0,1,0,0,8.52462681621639,2,1,13.0435691114147,141.676354339943
1601,2,1601,40.6770289342351,1,0,1,1,9.5308440695214,1,0,14.7845808152979,170.964985023125
1602,2,1602,34.4660994066858,1,0,1,0,8.25643324292053,1,1,13.1076298428596,156.769288269071
1604,2,1604,39.1255532187604,0,0,1,0,8.25709856707878,4,1,14.3656823721197,151.073882260513
1608,2,1608,34.9484654925849,1,0,1,0,10.6889295301799,0,0,13.2378686860523,166.015055517625
1609,2,1609,37.5470567055266,0,1,1,1,9.99035177675634,0,0,13.9394883135466,145.997810029131
1610,2,1610,35.6360902219267,1,0,0,0,5.5745083982132,0,1,13.4235273629746,162.817543564019
1612,2,1612,31.8983425668722,1,0,1,1,8.72007597517319,0,1,12.4143354961099,144.865393477131
1614,2,1614,34.0621723540112,0,1,0,1,9.61530894462097,0,1,12.9985695386374,140.239790696106
1620,2,1620,34.4385225192974,0,1,0,0,4.19131950280922,0,1,13.1001840832647,131.411508353178
1625,2,1625,32.8625957323734,1,0,1,1,6.41278378672729,0,0,12.6746838507952,147.144186125897
1626,2,1626,35.3304611830143,1,0,1,1,6.91266787300588,1,0,13.3410075224683,155.680967880598
1629,2,1629,37.0732425441108,1,0,0,0,9.48330102632139,0,0,13.8115584899643,162.822671489549
1637,2,1637,33.7862631466922,1,0,1,0,6.42923748797704,0,1,12.9240740526613,157.464770466476
1640,2,1640,32.3652418675948,1,1,1,1,7.17441414122433,2,1,12.540398307305,149.838715482487
